,Date,company,current_price,momentum,moving_average,moving_volatility,trading_range,target_return,exp_market_change,rates,Revenue,Cost_of_Sales,Gross_profit,Operating_profit,Net_Profit,Issue_of_shares,Share_repurchase,Non_current_assets,Current_assets,Non_current_liabilities,Current_liabilities,net_cash_op_act
13685,2016/05/20, Compagnie Financiere Richemont SA DRC,9288.0,-0.07351620947630923,9808.066666666668,342.69558892218953,246.83333333333334,-0.11143410852713176,0.07587888827535431,7.16,11076.0,3958.0,7118.0,2061.0,2227.0,50.0,144.0,5767.0,14358.0,882.0,4196.0,1964.0
14268,2011/04/21, Discovery Holdings Ltd,3661.0,-0.06463975472662238,3729.7,74.43579875026848,80.1,0.0636438131658017,0.033195597069342685,5.46,22122.0,17950.0,4172.0,-25.0,594.0,0.0,0.0,2408.0,12200.0,6847.0,2945.0,13.0
14518,2012/04/25, Discovery Holdings Ltd,5169.0,0.14485049833887043,4903.833333333333,189.31420986417825,89.55,0.03946604759141037,-0.006205877524216056,5.56,24973.0,20509.0,4464.0,-78.0,570.0,0.0,0.0,0.0,10580.0,7419.0,3161.0,-47.0
15107,2014/09/03, Discovery Holdings Ltd,9908.0,0.12450346158211327,9373.933333333332,223.48532478783252,185.3,0.08861526039563983,0.015089972047519218,6.0,23090.0,11718.0,11372.0,5058.0,3246.0,1136.0,24.0,40159.0,32037.0,51033.0,3752.0,8412.0
15265,2015/04/22, Discovery Holdings Ltd,13401.0,0.19812248547161376,12242.233333333334,856.2628965584811,362.8,0.049100813372136454,0.09290357529794149,5.8,36111.0,29491.0,6620.0,753.0,1537.0,0.0,0.0,0.0,16787.0,11653.0,5134.0,800.0
15506,2016/04/08, Discovery Holdings Ltd,11844.0,0.006543723973825104,11917.516666666666,548.2439606558477,473.46666666666664,-0.009287402904424202,0.045379801763120634,7.18,40067.0,34504.0,5563.0,507.0,1276.0,0.0,0.0,1.0,18898.0,-4071.0,5970.0,556.0
15608,2016/09/06, Discovery Holdings Ltd,12672.0,0.031166083489299373,12248.35,343.26566402981354,336.6666666666667,-0.10827020202020199,0.011579604399388734,7.29,33074.0,4316.0,28758.0,5803.0,3655.0,5000.0,94.0,99561.0,19016.0,79273.0,8697.0,985.0
15828,2010/02/26, Exxaro Resources Ltd,11500.0,0.2208067940552017,10304.566666666668,728.0094841686777,333.01666666666665,-0.04347826086956519,-0.03947738693467337,7.08,15009.0,14705.0,304.0,1789.0,1023.0,53.0,0.0,15809.0,7334.0,7270.0,3001.0,2117.0
15941,2010/08/12, Exxaro Resources Ltd,11450.0,0.03153153153153153,11376.316666666668,521.0625224096278,370.6666666666667,0.213886462882096,-0.012068197464868586,6.42,7852.0,6489.0,1363.0,2760.0,2408.0,69.0,0.0,17433.0,8208.0,7473.0,3021.0,1930.0
16078,2011/02/24, Exxaro Resources Ltd,14750.0,0.17063492063492064,14543.866666666667,890.0103306706688,344.8833333333333,0.09796610169491515,0.038344958550925755,5.53,17155.0,14519.0,2636.0,5900.0,5208.0,183.0,0.0,19407.0,9117.0,7190.0,3953.0,4106.0
16195,2011/08/18, Exxaro Resources Ltd,17101.0,0.09621794871794871,17185.216666666667,1008.3031574603527,489.96666666666664,0.04730717501900483,-0.10324401547092234,5.49,9324.0,7779.0,1545.0,3914.0,3205.0,28.0,2.0,20268.0,10181.0,7208.0,3888.0,2387.0
16325,2012/02/22, Exxaro Resources Ltd,20486.0,0.20505882352941177,18335.35,1339.5695340073103,426.8,-0.12110709753002047,0.054800250993516,5.5,12471.0,9663.0,2808.0,7049.0,7653.0,222.0,3.0,17419.0,4522.0,6346.0,4401.0,6503.0
16435,2012/08/01, Exxaro Resources Ltd,16500.0,-0.13157894736842105,18695.966666666667,1282.1704052201828,540.2666666666667,0.049090909090909074,0.03733234230886179,5.05,5873.0,4609.0,1264.0,4031.0,9046.0,541.0,1032.0,36440.0,5076.0,8449.0,3159.0,470.0
16585,2013/03/07, Exxaro Resources Ltd,16888.0,0.08395378690629011,17163.183333333334,583.5903918675265,421.28333333333336,-0.10824253908100423,0.054443601563867655,5.05,12229.0,10533.0,1696.0,5136.0,9745.0,15.0,183.0,37445.0,4161.0,8417.0,4383.0,543.0
16699,2013/08/22, Exxaro Resources Ltd,16060.0,0.07785234899328859,15072.9,686.1796152660344,481.53333333333336,-0.09090909090909094,0.023754422365865984,5.09,6245.0,5361.0,884.0,2675.0,2244.0,43.0,0.0,39660.0,4777.0,9844.0,4654.0,-189.0
16834,2014/03/06, Exxaro Resources Ltd,14950.0,0.06005814365737786,14897.95,453.90999723855066,432.1333333333333,-0.06153846153846154,0.0809391643537619,5.73,13568.0,12719.0,849.0,5800.0,6634.0,105.0,96.0,42461.0,4483.0,9157.0,3852.0,422.0
16947,2014/08/21, Exxaro Resources Ltd,14850.0,0.07220216606498195,14139.833333333334,418.9399118219668,262.8333333333333,-0.23703703703703705,0.030937945791726106,6.01,7412.0,6620.0,792.0,-2601.0,-1969.0,6.0,118.0,40402.0,5578.0,9186.0,3809.0,262.0
17082,2015/03/05, Exxaro Resources Ltd,10992.0,0.029695550351288055,10683.7,384.74368751750836,407.03333333333336,-0.2475436681222707,0.06813221787760299,5.8,16401.0,15197.0,1204.0,-871.0,307.0,13.0,111.0,41408.0,5693.0,9182.0,3590.0,1660.0
17196,2015/08/20, Exxaro Resources Ltd,6747.0,-0.21546511627906978,7864.683333333333,769.0241337964526,328.28333333333336,-0.2774566473988439,-0.06373673036093418,6.16,8324.0,6513.0,1811.0,1569.0,1728.0,28.0,0.0,41638.0,9987.0,12638.0,3645.0,1297.0
17332,2016/03/03, Exxaro Resources Ltd,7304.0,0.6017543859649123,5460.116666666667,1283.5722938797114,461.51666666666665,-0.1529299014238773,0.038987456209741214,7.04,18330.0,13408.0,4922.0,1369.0,2463.0,2100.0,1783.0,46482.0,6016.0,12701.0,4655.0,3011.0
17444,2016/08/18, Exxaro Resources Ltd,8146.0,0.21256326287585592,7384.283333333334,851.3190780187311,381.3666666666667,0.37490793027252645,-0.03895184135977337,7.3,9762.0,7557.0,2205.0,1862.0,1194.0,96.0,0.0,46126.0,6492.0,11940.0,4298.0,1380.0
17684,2010/03/09, Firstrand Ltd,1670.0,0.06914212548015365,1592.5166666666667,35.64965669678888,34.733333333333334,-0.038922155688622784,0.009158465555332396,6.95,23660.0,11179.0,12481.0,6825.0,4710.0,993.0,72.0,699669.0,102720.0,202246.0,543521.0,2444.0
17813,2010/09/14, Firstrand Ltd,1741.0,0.06288156288156288,1677.35,60.42331601827388,42.88333333333333,0.058587018954623815,0.007020466444550214,6.08,38817.0,22467.0,16350.0,12307.0,9788.0,372.0,0.0,778409.0,66831.0,221038.0,565239.0,9652.0
17935,2011/03/08, Firstrand Ltd,1930.0,0.04777415852334419,1961.8166666666666,55.45818142533931,40.38333333333333,0.025388601036269387,0.023103950030166447,5.5,19133.0,10754.0,8379.0,7267.0,12230.0,4057.0,47.0,613246.0,82563.0,28520.0,609541.0,4525.0
18062,2011/09/13, Firstrand Ltd,2060.0,0.07068607068607069,1952.0,56.496887569891236,55.45,-0.011165048543689271,-0.015562212318258202,5.49,38187.0,20818.0,17369.0,18572.0,20366.0,3795.0,89.0,626481.0,71446.0,31277.0,602431.0,7207.0
18180,2012/03/01, Firstrand Ltd,2463.0,0.22720478325859492,2204.8333333333335,119.91171422775759,45.65,0.04547300040600888,0.034035766398588345,5.54,20278.0,9748.0,10530.0,8766.0,6067.0,553.0,0.0,665395.0,96266.0,31089.0,665473.0,4086.0
18312,2012/09/11, Firstrand Ltd,2755.0,0.02188427299703264,2753.55,57.909755918227816,58.083333333333336,0.10199637023593477,0.025667923291263727,4.94,41335.0,19453.0,21882.0,17889.0,13196.0,1032.0,201.0,678489.0,91276.0,640855.0,59103.0,3941.0
18433,2013/03/06, Firstrand Ltd,3126.0,0.03304692663582287,3145.4333333333334,88.03858296449455,72.23333333333333,-0.09948816378758796,0.0511258821117976,5.05,12376.0,2259.0,10117.0,10200.0,7019.0,171.0,288.0,708127.0,117200.0,684326.0,67503.0,14298.0
18561,2013/09/10, Firstrand Ltd,3230.0,0.17754283631060883,2945.7,112.14734557110104,73.33333333333333,0.018575851393188847,0.0666612026336639,5.06,24715.0,4812.0,19903.0,20031.0,14539.0,202.0,0.0,761717.0,107952.0,734037.0,56004.0,10946.0
18681,2014/03/04, Firstrand Ltd,3501.0,0.06413373860182371,3326.5333333333333,139.95368079605393,84.38333333333334,0.1325335618394745,0.0762595324415552,5.73,14693.0,2294.0,12399.0,12524.0,8839.0,0.0,38.0,793770.0,100661.0,757944.0,54368.0,212.0
18809,2014/09/09, Firstrand Ltd,4528.0,0.10170316301703163,4273.866666666667,159.47716128574086,83.5,0.0854681978798586,0.010720589196609506,6.0,29878.0,5252.0,24626.0,25328.0,18440.0,0.0,78.0,837837.0,107698.0,810217.0,47101.0,12031.0
18934,2015/03/10, Firstrand Ltd,5260.0,0.07019328585961343,5081.933333333333,205.53723458845812,128.78333333333333,-0.005703422053231932,0.07004522787892845,5.8,25309.0,10497.0,14812.0,10378.0,7340.0,0.0,465.0,788622.0,88200.0,766930.0,43283.0,-8660.0
19060,2015/09/10, Firstrand Ltd,5073.0,-0.005684045472363779,5332.466666666666,178.43998817121243,134.9,-0.10703725606150205,-0.04099003004048936,6.24,35621.0,5150.0,30471.0,29200.0,21623.0,1611.0,532.0,951845.0,107421.0,914060.0,46602.0,4401.0
19184,2016/03/08, Firstrand Ltd,4560.0,0.17556071152358854,4306.0,288.69178920182793,188.38333333333333,0.01754385964912286,0.06024565745451212,7.04,20020.0,2870.0,17150.0,14260.0,10480.0,0.0,17.0,998608.0,140900.0,947634.0,88083.0,-5573.0
19308,2016/09/08, Firstrand Ltd,4720.0,0.05829596412556054,4671.883333333333,240.42491281182586,128.1,0.08347457627118637,0.020089725352883246,7.29,42041.0,6902.0,35139.0,30159.0,22563.0,0.0,62.0,1031909.0,117368.0,958882.0,82330.0,-7633.0
19524,2010/02/24, Growthpoint Properties Ltd,1427.0,0.048493754592211606,1369.3333333333333,15.429079595852203,22.9,0.016818500350385346,-0.03780891923184413,7.08,2100.0,455.0,1645.0,1593.0,241.0,543.0,0.0,36439.0,1378.0,31822.0,3783.0,1842.0
19648,2010/08/25, Growthpoint Properties Ltd,1631.0,0.09316353887399464,1570.6833333333334,56.129538936667814,32.233333333333334,0.08645003065603918,-0.03447847682119205,6.42,3430.0,759.0,2671.0,3190.0,106.0,550.0,0.0,36398.0,1293.0,31133.0,4512.0,3967.0
19775,2011/02/23, Growthpoint Properties Ltd,1671.0,-0.044050343249427915,1735.9166666666667,57.896837437900935,33.28333333333333,0.030520646319569078,0.0662768752544129,5.53,2228.0,488.0,1740.0,1679.0,-54.0,383.0,0.0,40185.0,1440.0,33869.0,5410.0,1480.0
19897,2011/08/24, Growthpoint Properties Ltd,1860.0,0.05263157894736842,1805.1666666666667,24.892423914950704,34.75,-0.001612903225806428,-0.1024783232061173,5.49,4640.0,1009.0,3631.0,3496.0,90.0,735.0,0.0,47442.0,1289.0,39965.0,5968.0,4270.0
20023,2012/02/22, Growthpoint Properties Ltd,2012.0,0.11777777777777777,1937.0333333333333,73.31126272911752,26.7,0.02634194831013925,0.054800250993516,5.5,2689.0,609.0,2080.0,2003.0,255.0,259.0,0.0,51725.0,1438.0,44503.0,5438.0,1887.0
20152,2012/08/29, Growthpoint Properties Ltd,2655.0,0.2703349282296651,2423.4,159.99779659499632,51.166666666666664,-0.06967984934086624,0.07416415456289395,5.05,5290.0,1102.0,4188.0,4012.0,-127.0,582.0,0.0,54288.0,1498.0,48394.0,4318.0,4926.0
20277,2013/02/27, Growthpoint Properties Ltd,2620.0,0.036802532647407994,2547.983333333333,44.57995736729263,54.61666666666667,0.03702290076335868,0.02649534780682322,5.04,2866.0,597.0,2269.0,2160.0,-111.0,7.0,0.0,56091.0,2689.0,50174.0,5740.0,2003.0
20401,2013/08/28, Growthpoint Properties Ltd,2340.0,-0.031055900621118012,2519.95,101.1478905499816,77.86666666666666,0.04914529914529919,0.0410009624639076,5.09,5782.0,1237.0,4545.0,4309.0,-211.0,61.0,0.0,61120.0,3034.0,56697.0,4764.0,5784.0
20530,2014/03/04, Growthpoint Properties Ltd,2344.0,0.0012815036309269544,2310.85,65.59656486458096,49.75,0.013651877133105783,0.0762595324415552,5.73,3045.0,647.0,2398.0,2278.0,3195.0,38423.0,342.0,64489.0,2562.0,23759.0,2888.0,2226.0
20649,2014/08/27, Growthpoint Properties Ltd,2554.0,0.07672849915682968,2462.5333333333333,54.83394552574133,36.18333333333333,0.02779953014878611,0.027664389031857306,6.01,6605.0,1384.0,5221.0,4954.0,6110.0,47056.0,728.0,81573.0,1671.0,77091.0,6153.0,5958.0
20780,2015/03/05, Growthpoint Properties Ltd,2960.0,0.1169811320754717,2829.3333333333335,138.83103578513368,64.41666666666667,-0.15033783783783783,0.06813221787760299,5.8,3776.0,756.0,3020.0,3865.0,3744.0,1230.0,0.0,84214.0,2402.0,24962.0,4406.0,2917.0
20898,2015/08/26, Growthpoint Properties Ltd,2533.0,0.004760015866719556,2663.1833333333334,106.4815559212555,53.31666666666667,-0.02921437031188312,-0.07518049370974017,6.16,7870.0,1630.0,6240.0,5937.0,6548.0,11984.0,0.0,103187.0,3216.0,30372.0,7949.0,7066.0
21030,2016/03/03, Growthpoint Properties Ltd,2436.0,0.027848101265822784,2305.5,104.79350154519129,91.38333333333334,0.002873563218390718,0.038987456209741214,7.04,4777.0,998.0,3779.0,3626.0,5088.0,544.0,0.0,112922.0,3400.0,32796.0,9719.0,4077.0
21152,2016/09/01, Growthpoint Properties Ltd,2490.0,-0.01775147928994083,2594.4333333333334,97.66153358022531,57.45,-0.014457831325301207,-0.03447554932993247,7.29,10219.0,2126.0,8093.0,7785.0,6653.0,1952.0,65.0,113176.0,5351.0,43436.0,6796.0,8973.0
21370,2010/02/19, Impala Platinum Holdings Ltd,19450.0,0.12551356981656153,19657.183333333334,1390.3789690885014,688.9666666666667,-0.07455012853470433,0.0016779896865024148,7.08,11122.0,8034.0,3088.0,2583.0,1269.0,43.0,724.0,47393.0,11745.0,10649.0,5721.0,2422.0
21499,2010/08/27, Impala Platinum Holdings Ltd,17250.0,-0.1101367036368326,18929.766666666666,797.8589435390965,647.45,0.22643478260869565,-0.025883319638455218,6.42,25446.0,17294.0,8152.0,7031.0,4715.0,43.0,724.0,49743.0,12828.0,11072.0,5766.0,7225.0
21621,2011/02/18, Impala Platinum Holdings Ltd,21600.0,0.023696682464454975,22147.283333333333,1018.0356806983652,599.2833333333333,-0.1699074074074074,0.050719965613582635,5.53,15315.0,10294.0,5021.0,4223.0,2070.0,82.0,0.0,50565.0,12139.0,10680.0,6276.0,3206.0
21748,2011/08/26, Impala Platinum Holdings Ltd,16850.0,-0.11077101694020793,17557.533333333333,654.9794269421543,542.7,0.03602373887240362,-0.0845889690938398,5.49,33132.0,21490.0,11642.0,10193.0,6638.0,82.0,0.0,52808.0,14796.0,11480.0,6514.0,9561.0
21869,2012/02/17, Impala Platinum Holdings Ltd,16299.0,-0.041066070483026414,16925.15,470.0232891813468,485.23333333333335,-0.13491625253083006,0.09712840888567817,5.5,15412.0,10606.0,4806.0,3999.0,3482.0,77.0,0.0,56810.0,14580.0,13657.0,5256.0,5126.0
21998,2012/08/24, Impala Platinum Holdings Ltd,13600.0,0.014925373134328358,13372.6,572.3114655145909,430.48333333333335,0.11029411764705888,0.07537757124308071,5.05,27593.0,20641.0,6952.0,5592.0,5010.0,77.0,0.0,58939.0,13688.0,14076.0,6076.0,6250.0
22118,2013/02/15, Impala Platinum Holdings Ltd,15100.0,0.0,16123.3,838.306147305471,488.45,-0.36258278145695366,0.08536841159020765,5.04,15161.0,12560.0,2601.0,1602.0,813.0,82.0,0.0,61105.0,13583.0,14996.0,6526.0,3100.0
22252,2013/08/30, Impala Platinum Holdings Ltd,11350.0,0.13761651799138017,9945.416666666666,911.0246288076806,377.9166666666667,0.043171806167400906,0.033503457359236086,5.09,30032.0,24980.0,5052.0,2376.0,2143.0,82.0,0.0,62740.0,17979.0,19656.0,6447.0,5938.0
22377,2014/02/28, Impala Platinum Holdings Ltd,11400.0,-0.03389830508474576,11852.466666666667,481.0189208962034,548.0833333333334,-0.008859649122807012,0.08279736634720491,5.56,16502.0,14742.0,1760.0,1337.0,1304.0,42.0,0.0,64604.0,17424.0,19430.0,6882.0,1877.0
22500,2014/08/29, Impala Platinum Holdings Ltd,9625.0,-0.1356860632183908,10828.1,410.91974968144166,309.85,-0.12820779220779221,0.010821118921436015,6.01,29028.0,25786.0,3242.0,-21.0,569.0,101.0,0.0,64692.0,79867.0,18718.0,6232.0,5234.0
22625,2015/02/27, Impala Platinum Holdings Ltd,7171.0,-0.09112801013941699,7600.866666666667,291.6434709104578,336.03333333333336,-0.13931111421001252,0.08576894707726351,5.88,15903.0,14384.0,1519.0,462.0,249.0,131.0,0.0,66626.0,81905.0,18673.0,7078.0,160.0
22754,2015/09/04, Impala Platinum Holdings Ltd,4492.0,-0.23967501692620177,4993.433333333333,516.9484571455148,248.66666666666666,-0.2960819234194123,-0.06119577452593298,6.24,32477.0,30849.0,1628.0,-4029.0,-2372.0,131.0,0.0,61959.0,15256.0,17343.0,7510.0,2328.0
22875,2016/02/26, Impala Platinum Holdings Ltd,3100.0,-0.030947170990934667,2918.866666666667,414.6975400434312,231.88333333333333,0.5403225806451613,-0.049372820035096084,6.93,16976.0,16955.0,21.0,-124.0,2913.0,109.0,0.0,66401.0,19561.0,19483.0,7047.0,976.0
23002,2016/09/02, Impala Platinum Holdings Ltd,6610.0,0.41511453650181973,5517.966666666666,757.5612067162579,283.26666666666665,-0.28804841149773075,-0.006532355241739425,7.29,35932.0,35928.0,4.0,-370.0,-70.0,109.0,0.0,65288.0,19728.0,18814.0,7746.0,2731.0
23410,2010/11/24, Investec PLC,5625.0,0.05042016806722689,5588.333333333333,73.23138779370491,88.56666666666666,-0.011733333333333373,0.15554169265959658,5.65,1118360.0,797186.0,321174.0,758198.0,246993.0,348579.0,10006.0,38645231.0,10333207.0,11465692.0,26757802.0,343799.0
23660,2011/11/23, Investec PLC,4341.0,-0.12036474164133738,4645.933333333333,182.2686475700164,127.86666666666666,0.1080396222068647,0.009075667006852311,5.49,1183565.0,818853.0,364712.0,849075.0,178920.0,56176.0,57298.0,33492552.0,10346386.0,11934621.0,26779207.0,394574.0
23797,2012/06/14, Investec PLC,4543.0,-0.04718959731543624,4474.733333333334,156.07743261517936,84.86666666666666,0.14461809377063606,-0.02243621237430808,5.58,2299925.0,1600878.0,699047.0,1606888.0,247527.0,315329.0,82302.0,40517375.0,4767179.0,19226679.0,28311199.0,776135.0
23911,2012/11/23, Investec PLC,5424.0,0.07384676301722432,5212.633333333333,100.87363578006163,101.56666666666666,0.20556784660766958,0.08791775435882561,4.93,1127516.0,777797.0,349719.0,851767.0,168472.0,217997.0,39121.0,39694260.0,4279179.0,18810234.0,27420830.0,366363.0
24046,2013/06/12, Investec PLC,6641.0,-0.03725717599304146,6624.733333333334,367.97051589090665,166.43333333333334,-0.006776087938563435,-0.021447128406389918,5.12,2131765.0,1429239.0,702526.0,1755488.0,317491.0,122322.0,62209.0,47325104.0,3674414.0,19486567.0,27508302.0,779740.0
24294,2014/06/12, Investec PLC,9579.0,0.2061193653991438,8856.333333333334,445.2096313191549,155.36666666666667,0.029126213592232997,0.09298317014196453,5.79,1905383.0,1253704.0,651679.0,1774812.0,331666.0,122322.0,62209.0,42850695.0,4291212.0,17797912.0,25330954.0,705374.0
24408,2014/11/21, Investec PLC,10378.0,0.07078002476269088,9725.816666666668,397.616606568895,200.58333333333334,0.0018307959144343577,-0.007444602117672743,5.84,912645.0,580259.0,332386.0,886105.0,121624.0,72051.0,52090.0,40923140.0,5008160.0,17645543.0,24355019.0,308376.0
24544,2015/06/11, Investec PLC,11217.0,0.07648752399232246,10968.583333333334,449.62516560821723,221.43333333333334,-0.040474280110546546,0.007773604681631584,5.76,1790867.0,1155890.0,634977.0,1829098.0,245509.0,193032.0,122637.0,39789645.0,4563757.0,15789745.0,24523162.0,722593.0
24659,2015/11/24, Investec PLC,11754.0,0.07558565153733529,11114.933333333332,329.09412731461623,245.31666666666666,-0.12625489195167605,0.056622554009727405,6.33,849817.0,564317.0,285500.0,949897.0,197607.0,317310.0,78978.66667,31886832.0,4286751.0,7917385.0,23468811.0,338279.6667
24905,2016/11/17, Investec PLC,8900.0,0.015518028297581013,8533.216666666667,213.27114051983747,187.85,0.08067415730337069,-0.05295637505071427,7.48,914095.6667,599944.6667,314151.0,1034297.0,229918.0,236065.0,133495.0,38964058.0,6255267.0,17152929.0,30841206.0,370866.0
25072,2010/02/25, Imperial Holdings Ltd,9290.0,0.14833127317676142,8640.533333333333,392.4800962962329,285.3833333333333,0.022604951560817987,-0.028285041798555313,7.08,25683.0,23564.0,2119.0,1606.0,1261.0,74.0,87.0,24064.0,9223.0,11792.0,10013.0,2039.0
25195,2010/08/25, Imperial Holdings Ltd,9651.0,0.004789172306090578,9326.133333333333,364.2002367233958,248.71666666666667,0.3029737850999896,-0.03447847682119205,6.42,53438.0,48771.0,4667.0,3537.0,2085.0,201.0,500.0,24859.0,9364.0,8737.0,13540.0,4753.0
25444,2011/08/24, Imperial Holdings Ltd,10699.0,-0.06973306668985306,11645.15,479.28006832986324,304.0,0.10477614730348628,-0.1024783232061173,5.49,64667.0,58646.0,6021.0,4180.0,2562.0,118.0,1034.0,25872.0,10661.0,11671.0,11846.0,6077.0
25571,2012/02/23, Imperial Holdings Ltd,13890.0,0.23029229406554472,12956.766666666666,830.5468969435464,319.21666666666664,0.13390928725701934,0.07033198665027227,5.5,38385.0,34930.0,3455.0,2198.0,1350.0,76.0,12.0,29352.0,11063.0,12406.0,13055.0,3842.0
25694,2012/08/22, Imperial Holdings Ltd,19743.0,0.20420860018298262,17922.733333333334,912.8068625736047,460.6,-0.03261915615661248,0.05587063668894741,5.05,80830.0,73402.0,7428.0,4770.0,2980.0,430.0,644.0,32878.0,12820.0,13458.0,16351.0,7440.0
25824,2013/02/27, Imperial Holdings Ltd,19900.0,0.05291005291005291,19700.716666666667,603.6047110278411,474.76666666666665,0.12562814070351758,0.02649534780682322,5.04,45262.0,41310.0,3952.0,2490.0,1579.0,60.0,701.0,35254.0,12792.0,17542.0,14010.0,4285.0
25943,2013/08/21, Imperial Holdings Ltd,20988.0,-0.038086071772308536,20488.333333333332,750.5572995360515,757.9666666666667,-0.051839146178768836,0.03771230126431168,5.09,92382.0,84225.0,8157.0,6087.0,3294.0,309.0,464.0,39355.0,12281.0,14393.0,19530.0,7191.0
26074,2014/02/27, Imperial Holdings Ltd,16304.0,-0.22784750177598864,18762.616666666665,1592.259582913006,598.1,0.2296368989205102,0.0800896107532904,5.56,51357.0,47136.0,4221.0,3166.0,1734.0,96.0,0.0,43024.0,13385.0,21012.0,16558.0,4328.0
26196,2014/08/27, Imperial Holdings Ltd,19715.0,0.0017784552845528454,19609.483333333334,402.1286787753321,458.56666666666666,-0.009282272381435419,0.027664389031857306,6.01,103567.0,95197.0,8370.0,6185.0,3272.0,174.0,100.0,44036.0,14985.0,37728.0,3184.0,5689.0
26320,2015/02/24, Imperial Holdings Ltd,19061.0,-0.04695,19039.866666666665,893.352255891905,649.7833333333333,-0.022086983893814582,0.04863384327610395,5.88,56234.0,52226.0,4008.0,2872.0,1426.0,75.0,449.0,47988.0,16090.0,27355.0,18461.0,4257.0
26444,2015/08/25, Imperial Holdings Ltd,17790.0,-0.023064250411861616,17567.066666666666,854.7777958193064,488.26666666666665,-0.1259134345137718,-0.06538395316804407,6.16,107453.0,99290.0,8163.0,5671.0,3054.0,130.0,65.0,50592.0,15120.0,23582.0,22897.0,8999.0
26570,2016/02/23, Imperial Holdings Ltd,13000.0,-0.1548013783239061,11887.333333333334,1204.2915727055479,715.5333333333333,0.01538461538461533,-0.07615290611667345,6.93,58201.0,54083.0,4118.0,2792.0,1699.0,73.0,74.0,57732.0,17131.0,32238.0,21434.0,4485.0
26692,2016/08/23, Imperial Holdings Ltd,16873.0,0.1716547461981807,15623.433333333332,1102.55140725919,692.2166666666667,-0.03330765127718838,-0.05008948223726164,7.3,115738.0,107286.0,8452.0,5893.0,3049.0,148.0,741.0,-59608.0,129438.0,26767.0,23261.0,8124.0
26930,2010/03/10, Intu Properties PLC,3801.0,-0.06356245380635625,4048.383333333333,144.81128475395323,96.3,-0.1283872665088135,0.015143603133159269,6.95,568.4,197.5,370.9,-460.9,-338.8,18.1,42.5,6339.4,708.9,3807.4,819.8,335.7
27032,2010/08/06, Intu Properties PLC,3533.0,-0.02268326417704011,3417.266666666667,129.6710135358511,85.26666666666667,0.09425417492216237,0.0013506534779327056,6.42,205.0,240.8,-35.8,460.3,292.5,9.4,801.3,5002.6,660.4,3167.1,633.9,109.4
27172,2011/02/24, Intu Properties PLC,3964.0,-0.0030181086519114686,3945.4166666666665,100.85150884422691,107.36666666666666,0.05524722502522694,0.038344958550925755,5.53,420.3,287.4,132.9,446.2,428.8,10.7,820.7,5201.2,726.0,3107.6,526.3,226.8
